patient_id,owner_id,owner_name,pet_type,breed,patient_name,gender,patient_age,date_registration,owner_phone
cat_182,5145,Barbara Kennedy,Cat,British Shorthair,Toby,Male,16,2024-04-26,00447697553550
cat_2675,2814,Herbert Johnson,Cat,British Shorthair,Toby,Male,9,2024-11-13,00447434835026
cat_2727,5356,Chloe Morgan,Cat,British Shorthair,Toby,Male,16,2024-04-28,00447295551561
cat_3415,1259,Charlene Mullins,Cat,British Shorthair,Toby,Male,5,2024-08-09,00447079629982
cat_4836,5413,Reginald Harvey,Cat,British Shorthair,Toby,Male,8,2024-02-17,00447885311076
cat_5691,5551,Jean Hall,Cat,British Shorthair,Toby,Male,9,2024-04-19,00447597227122
cat_7321,9247,Whitney Brown,Cat,British Shorthair,Toby,Male,9,2024-10-05,00447525158748
cat_8563,4866,Charles Pratt,Cat,British Shorthair,Toby,Male,4,2024-07-18,00447121392249
cat_3431,4220,Emily Singleton,Cat,British Shorthair,Toby,Male,5,2024-05-29,00447452750751
cat_6019,8054,Douglas Larsen,Cat,British Shorthair,Toby,Male,19,2024-06-17,00447595785325
cat_7080,8465,Mary Rivas,Cat,British Shorthair,Toby,Male,15,2024-08-30,00447674887732
cat_9346,7858,Megan Harper,Cat,British Shorthair,Toby,Male,6,2024-12-05,00447571216460
cat_1382,2940,Mrs. Dana Mcintosh,Cat,British Shorthair,Bear,Male,15,2024-12-18,00447888565315
cat_1392,9728,Maria Brown,Cat,British Shorthair,Bear,Male,7,2024-01-13,00447750273961
cat_603,8235,Elizabeth Hanson,Cat,British Shorthair,Chip,Male,16,2024-03-29,00447291627340
cat_4173,4073,Angela Wyatt,Cat,British Shorthair,Chip,Male,18,2024-04-28,00447080577350
cat_176,8909,Justin Norman,Cat,British Shorthair,Cleo,Female,11,2024-06-01,00447251754273
cat_507,9642,William Marquez,Cat,British Shorthair,Cleo,Female,3,2024-08-10,00447662549032
cat_1772,3949,Matthew Cantrell,Cat,British Shorthair,Cleo,Female,8,2024-01-17,00447520569943
cat_2862,1768,Kathleen Hill,Cat,British Shorthair,Cleo,Female,3,2024-05-21,00447309289096
cat_3850,3928,Mary Soto,Cat,British Shorthair,Cleo,Female,5,2024-06-02,00447941503966
cat_3159,5901,Mrs. Sheila Medina,Cat,British Shorthair,Elsa,Female,5,2024-03-31,00447142873281
cat_7213,4687,Laurie Graham,Cat,British Shorthair,Elsa,Female,13,2024-10-12,00447655172771
cat_8056,2936,Stephen Torres,Cat,British Shorthair,Finn,Male,17,2024-11-20,00447712427403
cat_8937,7934,Mary Ellis,Cat,British Shorthair,King,Male,16,2024-01-12,00447701527895
cat_1486,8067,Kenneth Willis,Cat,British Shorthair,Lily,Female,8,2024-11-14,00447954349743
cat_6940,7401,Brian Barron,Cat,British Shorthair,Lily,Female,15,2024-05-28,00447647554521
cat_9206,8969,Bryan Perkins,Cat,British Shorthair,Loki,Male,5,2024-03-20,00447768816043
cat_4662,4207,Julie Roberts,Cat,British Shorthair,Lucy,Female,15,2024-01-14,00447426257650
cat_8427,2778,Justin Campbell,Cat,British Shorthair,Lucy,Female,3,2024-04-07,00447475906728
cat_7902,8031,Monica Brandt,Cat,British Shorthair,Lulu,Female,12,2024-11-20,00447561272307
cat_3352,7757,Christian Washington,Cat,British Shorthair,Milo,Male,18,2024-10-26,00447495653702
cat_7671,2231,Jessica Figueroa MD,Cat,British Shorthair,Nala,Female,11,2024-08-09,00447881870601
cat_2476,2692,Lonnie Jones,Cat,British Shorthair,Ruby,Female,7,2024-06-23,00447315733039
cat_4385,7490,Mr. George Hicks,Cat,British Shorthair,Ruby,Female,7,2024-08-15,00447644409890
cat_4793,4560,Dr. Kimberly Turner MD,Cat,British Shorthair,Ruby,Female,11,2024-09-06,00447590967519
cat_2087,1927,Michael Mann,Cat,British Shorthair,Thor,Male,17,2024-10-04,00447021534028
cat_4941,8760,Carlos Hoffman,Cat,British Shorthair,Toby,Male,1,2024-02-10,00447272187969
cat_5575,6611,Kevin Morris,Cat,British Shorthair,Toby,Male,2,2024-10-17,00447908133969
cat_6253,5102,Sean Smith,Cat,British Shorthair,Toby,Male,16,2024-03-13,00447063925255
cat_2269,3125,Charles Thomas,Cat,British Shorthair,Zara,Female,10,2024-05-25,00447024645192
cat_7327,2486,Corey Fry,Cat,British Shorthair,Zara,Female,14,2024-07-28,00447637518205
cat_5939,7492,James Shannon,Cat,British Shorthair,Angel,Female,5,2024-08-27,00447350948552
cat_6506,8293,Kathryn Bryant,Cat,British Shorthair,Angel,Female,3,2024-08-25,00447873179948
cat_7029,4894,Joseph Gordon,Cat,British Shorthair,Alfie,Male,20,2024-10-18,00447150656666
cat_8014,1680,Randall Nelson,Cat,British Shorthair,Angel,Female,2,2024-03-10,00447818258896
cat_851,7061,Melissa Mckay,Cat,British Shorthair,Boots,Male,11,2024-07-25,00447361822431
cat_7356,8064,Mark Hill,Cat,British Shorthair,Buddy,Male,12,2024-01-25,00447709750803
cat_328,9412,Angela Johnson,Cat,British Shorthair,Boots,Male,6,2024-06-15,00447036265334
cat_1389,4703,Jennifer Wilson,Cat,British Shorthair,Boots,Male,16,2024-12-30,00447368775510
cat_3760,1718,Devin Simon,Cat,British Shorthair,Boots,Male,13,2024-07-19,00447822441710
cat_2551,5749,Gary Hunter,Cat,British Shorthair,Buddy,Male,10,2024-12-29,00447151471972
cat_6066,9889,John Jenkins,Cat,British Shorthair,Chloe,Female,16,2024-04-28,00447892444919
cat_7958,6268,John Sandoval,Cat,British Shorthair,Daisy,Female,4,2024-09-24,00447387720119
cat_9242,6032,Carrie Villegas,Cat,British Shorthair,Daisy,Female,13,2024-10-27,00447194679311
cat_3020,5173,Jimmy Griffin,Cat,British Shorthair,Dolly,Female,20,2024-11-28,00447356255535
cat_9194,7883,Perry Little,Cat,British Shorthair,Dolly,Female,12,2024-11-19,00447917495840
cat_7354,8669,Sara Parks,Cat,British Shorthair,Dolly,Female,2,2024-10-12,00447253923384
cat_1879,4774,Aaron Allen,Cat,British Shorthair,Felix,Male,11,2024-12-31,00447658672111
cat_4772,1414,Courtney Hudson,Cat,British Shorthair,Felix,Male,13,2024-08-27,00447539988363
cat_5946,4279,Sherri Schaefer,Cat,British Shorthair,Gizmo,Male,3,2024-09-18,00447049805170
cat_3061,2098,Javier Gill,Cat,British Shorthair,Hazel,Female,8,2024-03-03,00447934874074
cat_1828,3233,Paul Wolfe,Cat,British Shorthair,Holly,Female,2,2024-07-18,00447805900700
cat_6823,4022,Valerie Saunders,Cat,British Shorthair,Holly,Female,20,2024-03-16,00447560597616
cat_8289,3675,Andrew Wolf,Cat,British Shorthair,Louie,Male,3,2024-03-30,00447377790460
cat_897,1410,Autumn Wilson,Cat,British Shorthair,Louie,Male,10,2024-05-04,00447837669591
cat_5018,3726,Valerie Pittman,Cat,British Shorthair,Louie,Male,17,2024-04-22,00447196270643
cat_3034,2549,Jeffery Morrison,Cat,British Shorthair,Misty,Female,14,2024-12-09,00447017617714
cat_2676,3478,Karen Cooper,Cat,British Shorthair,Misty,Female,20,2024-12-03,00447429721187
cat_8906,7940,Anita Wilson,Cat,British Shorthair,Misty,Female,5,2024-02-15,00447896770374
cat_2844,3029,Patrick Cole,Cat,British Shorthair,Molly,Female,5,2024-02-02,00447081679539
cat_2083,7233,Patricia Garcia,Cat,British Shorthair,Olive,Female,3,2024-09-28,00447168816697
cat_3145,4810,Darius Hess,Cat,British Shorthair,Olive,Female,9,2024-05-09,00447562333851
cat_2348,6998,Christopher Sullivan,Cat,British Shorthair,Oscar,Male,4,2024-04-02,00447046489990
cat_5825,1571,Elizabeth Cordova,Cat,British Shorthair,Oscar,Male,9,2024-02-10,00447118557529
cat_6460,9043,Amanda Turner,Cat,British Shorthair,Poppy,Female,1,2024-07-07,00447611540481
cat_430,5484,David Brown,Cat,British Shorthair,Poppy,Female,2,2024-03-15,00447809183761
cat_5345,8663,Michelle Pruitt,Cat,British Shorthair,Poppy,Female,10,2024-12-06,00447777325639
cat_6642,4557,Lauren Copeland,Cat,British Shorthair,Poppy,Female,3,2024-06-23,00447327430237
cat_7990,1921,Derrick May,Cat,British Shorthair,Poppy,Female,8,2024-07-22,00447444205109
cat_581,8329,Melissa Armstrong,Cat,British Shorthair,Rocky,Male,17,2024-03-17,00447235762428
cat_9125,4808,Joseph Castillo,Cat,British Shorthair,Rusty,Male,20,2024-01-11,00447125352017
cat_29,1006,Colleen Harper,Cat,British Shorthair,Rocky,Male,19,2024-02-15,00447141285190
cat_7165,8688,Jillian Jones,Cat,British Shorthair,Rocky,Male,7,2024-12-17,00447854266134
cat_1037,3685,Olivia Moore,Cat,British Shorthair,Rosie,Female,3,2024-04-04,00447659860172
cat_6425,8375,Renee Williams,Cat,British Shorthair,Rosie,Female,3,2024-07-18,00447117533184
cat_5298,2343,Catherine Bennett,Cat,British Shorthair,Sadie,Female,3,2024-06-12,00447795590148
cat_1073,9922,Raymond Jackson,Cat,British Shorthair,Scout,Male,1,2024-08-20,00447321610947
cat_8877,6719,Vanessa Adams,Cat,British Shorthair,Scout,Male,20,2024-12-22,00447566844952
cat_1172,6752,Corey Mcintyre,Cat,British Shorthair,Simba,Male,14,2024-07-06,00447365275207
cat_1402,1209,Catherine Gordon,Cat,British Shorthair,Simba,Male,15,2024-05-18,00447005196660
cat_2341,6979,Michelle Turner,Cat,British Shorthair,Storm,Male,1,2024-04-16,00447422839022
cat_2961,6301,Thomas Garner,Cat,British Shorthair,Sasha,Female,5,2024-07-30,00447725573858
cat_2347,4408,Thomas Hardin,Cat,British Shorthair,Scout,Male,3,2024-09-16,00447362899425
cat_3253,6330,Maria Ortega,Cat,British Shorthair,Scout,Male,19,2024-06-29,00447690124251
cat_6571,7300,Alec Murray,Cat,British Shorthair,Scout,Male,5,2024-11-20,00447061490075
cat_7425,7371,Michael Garcia,Cat,British Shorthair,Storm,Male,7,2024-05-18,00447739237081
cat_3347,1874,Levi Rogers,Cat,British Shorthair,Tiger,Male,9,2024-08-30,00447277355257
cat_5295,6975,Amanda Rosales,Cat,British Shorthair,Ziggy,Male,11,2024-02-23,00447005204422
cat_5712,1424,George Lopez,Cat,British Shorthair,Ziggy,Male,14,2024-02-18,00447122348231
cat_913,3309,Brooke Mitchell,Cat,British Shorthair,Alfie,Male,5,2024-11-10,00447746503192
cat_7771,2247,Jeff Munoz,Cat,British Shorthair,Alfie,Male,16,2024-02-25,00447989173333
cat_7993,3638,Katie Lopez,Cat,British Shorthair,Alfie,Male,6,2024-05-01,00447063185315
cat_7312,3019,Kelly Diaz,Cat,British Shorthair,Angel,Female,1,2024-04-20,00447314280434
cat_8753,8897,Alexandra Bishop,Cat,British Shorthair,Bella,Female,19,2024-12-23,00447583558103
cat_6029,9088,Penny Brown,Cat,British Shorthair,Boots,Male,18,2024-07-08,00447419679008
cat_8992,2464,Christopher Evans,Cat,British Shorthair,Boots,Male,6,2024-02-28,00447218337488
cat_1694,3711,Paul Richardson,Cat,British Shorthair,Buddy,Male,5,2024-03-29,00447117492912
cat_407,9917,Katherine Simpson,Cat,British Shorthair,Gizmo,Male,2,2024-04-05,00447542505666
cat_6085,1424,George Lopez,Cat,British Shorthair,Gizmo,Male,2,2024-12-02,00447122348231
cat_600,2142,Ethan Smith,Cat,British Shorthair,Hazel,Female,13,2024-07-26,00447562488456
cat_2312,3718,Joshua Acevedo,Cat,British Shorthair,Holly,Female,17,2024-09-07,00447527549361
cat_1319,9743,Vickie Cooper,Cat,British Shorthair,Louie,Male,12,2024-08-30,00447051872970
cat_4094,4057,Maria Baker,Cat,British Shorthair,Maple,Female,10,2024-11-17,00447249594777
cat_1241,9620,Margaret Henry,Cat,British Shorthair,Misty,Female,12,2024-03-16,00447941121517
cat_3654,9126,Sandra Reed,Cat,British Shorthair,Misty,Female,12,2024-01-28,00447189391638
cat_3530,7065,Jason Davis,Cat,British Shorthair,Molly,Female,3,2024-11-25,00447903288349
cat_8095,8901,Shawn Long,Cat,British Shorthair,Molly,Female,4,2024-07-01,00447627887987
cat_5501,5831,Courtney Williams,Cat,British Shorthair,Olive,Female,1,2024-02-12,00447979193760
cat_3649,1237,Mary Melton,Cat,British Shorthair,Oscar,Male,2,2024-02-07,00447023317187
cat_7881,3699,Roy Foster,Cat,British Shorthair,Oscar,Male,13,2024-05-20,00447634996565
cat_4137,5286,Natasha Sullivan,Cat,British Shorthair,Poppy,Female,8,2024-07-27,00447402478584
cat_5495,4270,Jeremy Erickson,Cat,British Shorthair,Poppy,Female,19,2024-06-18,00447508349055
cat_8323,1301,Oscar Brown,Cat,British Shorthair,Rosie,Female,9,2024-07-10,00447952817299
cat_4312,6926,Joann Bullock,Cat,British Shorthair,Rusty,Male,17,2024-03-31,00447565187130
cat_1309,7853,Jill Goodman,Cat,British Shorthair,Sadie,Female,13,2024-05-15,00447222214948
cat_4339,5948,Haley Barber,Cat,British Shorthair,Salem,Male,8,2024-01-24,00447612807056
cat_3290,5272,Ms. Bonnie Baker DDS,Cat,British Shorthair,Scout,Male,17,2024-12-29,00447015703041
cat_4887,5770,Hannah Phillips,Cat,British Shorthair,Simba,Male,8,2024-08-25,00447538773195
cat_6294,4486,Charlotte Dalton,Cat,British Shorthair,Teddy,Male,13,2024-10-19,00447436171984
cat_129,2927,Charles Williams,Cat,British Shorthair,Tiger,Male,5,2024-12-01,00447030588190
cat_4888,2267,Jamie Gross,Cat,British Shorthair,Tilly,Female,12,2024-12-20,00447308425774
cat_1074,1947,Jody Mckay,Cat,British Shorthair,Diesel,Male,5,2024-05-06,00447885994288
cat_3569,8449,John Doyle,Cat,British Shorthair,Fluffy,Female,3,2024-12-30,00447684773898
cat_1513,1525,Jessica Holloway,Cat,British Shorthair,George,Male,10,2024-09-25,00447694426252
cat_3026,5834,Ashley Murphy,Cat,British Shorthair,George,Male,17,2024-10-24,00447683834688
cat_6815,9661,Michael Johnson,Cat,British Shorthair,George,Male,3,2024-01-24,00447398944894
cat_7273,7332,Monica Cooper,Cat,British Shorthair,George,Male,6,2024-03-27,00447476701623
cat_5520,2268,Matthew Williams,Cat,British Shorthair,Gracie,Female,12,2024-07-18,00447066429047
cat_8262,7933,Anthony Ewing,Cat,British Shorthair,Hunter,Male,20,2024-02-19,00447032143979
cat_1797,2294,Dennis Ryan,Cat,British Shorthair,Jasper,Male,9,2024-07-12,00447444320506
cat_9119,2054,Jose Johnson,Cat,British Shorthair,Jasper,Male,9,2024-09-08,00447168486455
cat_286,7665,Janet Murphy,Cat,British Shorthair,Maggie,Female,20,2024-08-28,00447002871440
cat_8089,9558,Jessica Perez,Cat,British Shorthair,Maggie,Female,7,2024-01-21,00447945848678
cat_8615,4616,Kelsey Mckinney,Cat,British Shorthair,Maggie,Female,17,2024-04-12,00447202636321
cat_6231,4419,Michael Davis,Cat,British Shorthair,Maisie,Female,8,2024-11-08,00447936287631
cat_4061,8236,Billy Kirk,Cat,British Shorthair,Maggie,Female,20,2024-08-27,00447507852359
cat_4248,2566,Rhonda Moore,Cat,British Shorthair,Maggie,Female,12,2024-04-17,00447647460922
cat_8973,4229,Christian Hughes,Cat,British Shorthair,Maggie,Female,13,2024-11-22,00447961962224
cat_8512,3810,Kyle Rose,Cat,British Shorthair,Maisie,Female,4,2024-03-08,00447922266418
cat_4708,6127,Ann Smith,Cat,British Shorthair,Oliver,Male,18,2024-12-06,00447628555306
cat_7691,2687,Bryan Chambers,Cat,British Shorthair,Oliver,Male,12,2024-04-08,00447874216407
cat_7124,4638,Jason Franco,Cat,British Shorthair,Oliver,Male,3,2024-07-17,00447546595528
cat_7968,7374,Casey Beard,Cat,British Shorthair,Pepper,Male,15,2024-02-19,00447128675172
cat_409,5053,Sharon Thompson,Cat,British Shorthair,Pepper,Male,15,2024-08-18,00447682432200
cat_4777,1381,Tanner Hansen,Cat,British Shorthair,Pepper,Male,9,2024-11-29,00447119171800
cat_8831,5220,Kristin Moore,Cat,British Shorthair,Pepper,Male,19,2024-12-15,00447751745556
cat_9262,2352,Angela Russell,Cat,British Shorthair,Smokey,Male,2,2024-09-29,00447774288448
cat_5720,7740,Jessica Russell,Cat,British Shorthair,Sophie,Female,20,2024-10-30,00447599871388
cat_7401,3349,Joseph Young,Cat,British Shorthair,Sophie,Female,5,2024-07-19,00447593730412
cat_2486,1833,Joel Jackson,Cat,British Shorthair,Violet,Female,1,2024-01-26,00447878234823
cat_5809,6202,Michelle Reynolds,Cat,British Shorthair,Violet,Female,2,2024-03-08,00447337345428
cat_5330,4677,Jason Sloan,Cat,British Shorthair,Willow,Female,10,2024-02-22,00447611120145
cat_7133,6956,Paul Hansen,Cat,British Shorthair,Willow,Female,12,2024-02-06,00447352909679
cat_72,9586,Shannon Knox,Cat,British Shorthair,Willow,Female,3,2024-11-08,00447539541972
cat_4386,2511,Richard Roberts,Cat,British Shorthair,Willow,Female,4,2024-06-28,00447384227852
cat_3846,7391,Susan Ortiz,Cat,British Shorthair,Gracie,Female,2,2024-06-04,00447022489362
cat_6590,3193,Daniel Kim,Cat,British Shorthair,Gracie,Female,8,2024-10-21,00447330783084
cat_9115,2908,Paul Hanson,Cat,British Shorthair,Gracie,Female,14,2024-11-05,00447643336711
cat_6810,1750,Cheryl Pacheco,Cat,British Shorthair,Hunter,Male,15,2024-08-19,00447280972692
cat_7502,1082,Lisa Harris,Cat,British Shorthair,Jasper,Male,3,2024-10-06,00447473551747
cat_3885,1222,Steven Gomez,Cat,British Shorthair,Maggie,Female,3,2024-02-12,00447893938204
cat_4771,3706,Maria May,Cat,British Shorthair,Maggie,Female,7,2024-05-26,00447888533590
cat_5358,2563,Anne West,Cat,British Shorthair,Oliver,Male,12,2024-10-26,00447670512745
cat_4414,2607,Aaron Osborne,Cat,British Shorthair,Shadow,Male,12,2024-05-14,00447338191818
cat_9424,9399,Kelly Lane,Cat,British Shorthair,Shadow,Male,7,2024-09-24,00447757631400
cat_2474,9903,Melvin Henderson,Cat,British Shorthair,Sophie,Female,3,2024-08-11,00447208561237
cat_7477,9469,Kenneth Fisher,Cat,British Shorthair,Sophie,Female,10,2024-06-07,00447223444064
cat_6792,4903,Rebecca Lindsey,Cat,British Shorthair,Willow,Female,3,2024-08-12,00447178782752
cat_3595,7634,Vincent Wood,Cat,British Shorthair,Charlie,Male,13,2024-05-16,00447683765904
cat_5481,2858,Scott Moore,Cat,British Shorthair,Charlie,Male,5,2024-11-06,00447767851516
cat_3670,1751,Joseph Lopez,Cat,British Shorthair,Cupcake,Female,19,2024-09-20,00447648860577
cat_7180,4015,Allen Foster,Cat,British Shorthair,Cupcake,Female,14,2024-01-13,00447108793349
cat_6332,9247,Whitney Brown,Cat,British Shorthair,Charlie,Male,11,2024-06-25,00447525158748
cat_4286,5914,Casey Day,Cat,British Shorthair,Jasmine,Female,11,2024-01-21,00447418936763
cat_1211,6654,Daniel Richards,Cat,British Shorthair,Peaches,Female,7,2024-04-11,00447150888734
cat_2271,3424,Jennifer Allen,Cat,British Shorthair,Peaches,Female,12,2024-04-12,00447519856845
cat_5586,1073,Kimberly Brown,Cat,British Shorthair,Peaches,Female,16,2024-04-09,00447706132953
cat_388,2459,Karen Merritt,Cat,British Shorthair,Pumpkin,Female,11,2024-10-22,00447189811021
cat_513,4597,James May,Cat,British Shorthair,Pumpkin,Female,4,2024-03-31,00447975826990
cat_4518,3698,Johnathan Evans,Cat,British Shorthair,Peaches,Female,1,2024-09-14,00447599258492
cat_8466,7956,Karen Daugherty,Cat,British Shorthair,Peaches,Female,8,2024-11-15,00447285457203
cat_1895,7024,Joshua Thompson,Cat,British Shorthair,Cupcake,Female,7,2024-05-31,00447257319430
cat_363,7183,Michael Baker,Cat,British Shorthair,Peaches,Female,11,2024-05-29,00447614457974
cat_7769,5054,Stephen Anderson,Cat,British Shorthair,Pumpkin,Female,8,2024-11-24,00447090460003
cat_4487,5618,Kenneth Cooper,Cat,British Shorthair,Cinnamon,Female,11,2024-12-14,00447637446045
cat_7239,5984,Nina Dennis,Cat,British Shorthair,Cinnamon,Female,3,2024-05-30,00447702707080
cat_1251,6269,Jordan Parker,Cat,British Shorthair,Maverick,Male,12,2024-11-22,00447190888203
cat_500,6346,Tina Tate,Cat,British Shorthair,Snowball,Female,1,2024-04-02,00447057111854
cat_5077,7566,Michael Proctor,Cat,British Shorthair,Snowball,Female,4,2024-12-30,00447636122413
cat_9326,8999,Edward Silva,Cat,British Shorthair,Snowball,Female,19,2024-02-23,00447738722461
cat_3249,9624,Mary Cline,Cat,British Shorthair,Snowball,Female,15,2024-08-25,00447817839191
cat_6684,7714,Michael Reyes,Cat,British Shorthair,Snowball,Female,12,2024-05-28,00447217919934
cat_1278,8874,Steven Washington,Cat,British Shorthair,Whiskers,Male,17,2024-08-02,00447070256590
cat_7789,7657,Shannon Williams,Cat,British Shorthair,Snowball,Female,8,2024-03-23,00447390838924
cat_5334,6555,Tanya Mcclain,Cat,British Shorthair,Whiskers,Male,6,2024-05-03,00447307162351
cat_122,4466,Noah Michael,Cat,British Shorthair,Tinkerbell,Female,13,2024-05-05,00447785549596
cat_3509,4220,Emily Singleton,Cat,British Shorthair,Tinkerbell,Female,4,2024-03-21,00447452750751
cat_4010,4973,Latoya Cummings,Cat,British Shorthair,Tinkerbell,Female,6,2024-10-17,00447309526259
cat_774,9249,Jonathan Moyer,Cat,British Shorthair,Tinkerbell,Female,15,2024-10-18,00447312645743
cat_7917,4301,Caitlyn Vargas,Cat,British Shorthair,Tinkerbell,Female,1,2024-08-05,00447738565648
cat_2791,9994,Savannah Medina,Cat,British Shorthair,Tinkerbell,Female,15,2024-07-28,00447717310842
cat_3599,8365,Bryan King,Cat,British Shorthair,Tinkerbell,Female,9,2024-03-14,00447773743525
dog_601,6022,Angela James,Dog,Labrador Retriever,Ace,Male,14,2024-02-29,00447518955692
dog_5502,8848,Andrew Rios,Dog,Labrador Retriever,Ace,Male,11,2024-10-02,00447320745332
dog_4856,6031,Hannah Thompson,Dog,Labrador Retriever,Ace,Male,13,2024-07-01,00447241595961
dog_4334,6756,Danielle Ruiz,Dog,Labrador Retriever,Gus,Male,3,2024-11-26,00447390953880
dog_3388,8149,Mark Nichols,Dog,Labrador Retriever,Leo,Male,13,2024-02-09,00447009937812
dog_8729,8209,Dalton Mitchell,Dog,Labrador Retriever,Leo,Male,13,2024-09-09,00447094136717
dog_8947,2235,Debbie Lynch,Dog,Labrador Retriever,Leo,Male,12,2024-11-09,00447615280493
dog_1625,6029,Brandon Evans,Dog,Labrador Retriever,Leo,Male,15,2024-12-12,00447787931611
dog_4099,4557,Lauren Copeland,Dog,Labrador Retriever,Mia,Female,9,2024-09-09,00447327430237
dog_1543,2033,Justin Willis,Dog,Labrador Retriever,Max,Male,6,2024-11-30,00447419910152
dog_6842,6534,Nicholas Ferguson,Dog,Labrador Retriever,Rex,Male,8,2024-08-07,00447869853679
dog_429,4726,Roger Jones,Dog,Labrador Retriever,Zoe,Female,9,2024-11-06,00447265448266
dog_6771,4328,Kerry Anderson,Dog,Labrador Retriever,Zoe,Female,8,2024-02-23,00447663960246
dog_8444,5130,Mark Allen,Dog,Labrador Retriever,Zoe,Female,5,2024-11-03,00447059407742
dog_6184,9413,Craig Taylor,Dog,Labrador Retriever,Zoe,Female,3,2024-07-29,00447551584291
dog_9008,9263,Nicole Murray,Dog,Labrador Retriever,Ace,Male,8,2024-07-26,00447547269058
dog_2909,6075,Steve Schultz,Dog,Labrador Retriever,Gus,Male,3,2024-07-03,00447042448497
dog_2718,6451,William Bauer,Dog,Labrador Retriever,Rex,Male,1,2024-03-20,00447325265952
dog_7266,4911,Ann Travis,Dog,Labrador Retriever,Rex,Male,1,2024-10-25,00447658373615
dog_798,6034,Nancy Weaver,Dog,Labrador Retriever,Zoe,Female,3,2024-04-23,00447803265304
dog_3481,6276,Stephanie Ballard,Dog,Labrador Retriever,Zoe,Female,11,2024-05-13,00447077468472
dog_6447,1513,John Williams,Dog,Labrador Retriever,Bear,Male,5,2024-06-05,00447053564993
dog_3238,4255,Ashley Miller,Dog,Labrador Retriever,Bear,Male,5,2024-02-13,00447842191193
dog_53,4234,Stephanie Schwartz,Dog,Labrador Retriever,Coco,Female,9,2024-11-01,00447262611181
dog_632,6904,Susan Garcia,Dog,Labrador Retriever,Coco,Female,7,2024-08-02,00447100341113
dog_8315,4637,Jennifer Dawson,Dog,Labrador Retriever,Duke,Male,3,2024-09-17,00447832821111
dog_5562,8915,Bridget Aguirre,Dog,Labrador Retriever,Emma,Female,7,2024-10-21,00447818269602
dog_807,8349,Terry Phillips,Dog,Labrador Retriever,Emma,Female,10,2024-08-31,00447482564697
dog_1151,5788,Melissa Pace,Dog,Labrador Retriever,Emma,Female,11,2024-10-25,00447265487903
dog_5484,3003,Jennifer Richardson,Dog,Labrador Retriever,Finn,Male,10,2024-11-24,00447289748720
dog_4156,9824,Robert Thompson IV,Dog,Labrador Retriever,Finn,Male,6,2024-01-16,00447930971366
dog_5250,4970,Kristy Wood,Dog,Labrador Retriever,Finn,Male,5,2024-02-16,00447266663573
dog_68,2413,Katrina Lopez,Dog,Labrador Retriever,Lily,Female,6,2024-11-13,00447119479967
dog_992,6624,Dawn Wright,Dog,Labrador Retriever,Lily,Female,10,2024-04-04,00447580803719
dog_996,9992,Alex Clark,Dog,Labrador Retriever,Lily,Female,4,2024-03-05,00447078871603
dog_5543,8932,Collin Sanchez,Dog,Labrador Retriever,Lucy,Female,2,2024-02-03,00447845717842
dog_5943,3264,Sheila Salas,Dog,Labrador Retriever,Luna,Female,5,2024-01-03,00447729242819
dog_1585,5726,Tara Ramirez,Dog,Labrador Retriever,Lily,Female,3,2024-07-28,00447407740633
dog_5235,3987,Thomas Erickson,Dog,Labrador Retriever,Lily,Female,6,2024-08-03,00447270543474
dog_758,9272,Kelsey Moyer,Dog,Labrador Retriever,Lucy,Female,1,2024-09-20,00447610804270
dog_5773,7668,Henry Potter,Dog,Labrador Retriever,Lucy,Female,7,2024-04-16,00447876556864
dog_5819,4696,Michele Davis,Dog,Labrador Retriever,Lucy,Female,10,2024-10-14,00447761107683
dog_6578,6883,Christine Stanton,Dog,Labrador Retriever,Lucy,Female,10,2024-09-17,00447974879140
dog_6776,1507,Sharon Stephenson,Dog,Labrador Retriever,Luna,Female,1,2024-02-08,00447814756931
dog_8206,8313,Stephen Cortez,Dog,Labrador Retriever,Luna,Female,12,2024-03-03,00447538744942
dog_2429,4922,Angela Wolf,Dog,Labrador Retriever,Milo,Male,13,2024-11-30,00447625734354
dog_200,6879,George Howard,Dog,Labrador Retriever,Maya,Female,6,2024-03-20,00447105304636
dog_9314,3981,Russell Sampson,Dog,Labrador Retriever,Maya,Female,13,2024-08-15,00447831216004
dog_4585,7966,Susan Stanton,Dog,Labrador Retriever,Milo,Male,5,2024-12-08,00447449897621
dog_8054,1541,Jared Clark,Dog,Labrador Retriever,Nina,Female,14,2024-01-03,00447873884691
dog_4435,7376,Sherry Brown,Dog,Labrador Retriever,Nina,Female,3,2024-05-25,00447797385085
dog_4997,1767,Robert Jones,Dog,Labrador Retriever,Nina,Female,5,2024-03-16,00447672750803
dog_8524,2093,Tonya James,Dog,Labrador Retriever,Nina,Female,8,2024-03-20,00447086174693
dog_1869,3131,Patricia Gross,Dog,Labrador Retriever,Roxy,Female,11,2024-11-28,00447397915208
dog_2175,8182,David Sparks,Dog,Labrador Retriever,Roxy,Female,3,2024-04-08,00447585659980
dog_3312,9039,Heidi Leonard,Dog,Labrador Retriever,Ruby,Female,11,2024-06-06,00447812919592
dog_3356,1115,John Padilla,Dog,Labrador Retriever,Ruby,Female,5,2024-10-15,00447320303038
dog_7006,6439,Brent Anderson,Dog,Labrador Retriever,Ruby,Female,3,2024-10-01,00447129316851
dog_7842,1535,David Morse,Dog,Labrador Retriever,Ruby,Female,4,2024-10-19,00447529222513
